Up to date
A,D,B0,B1,B2,Root,Y
71041131982234118917/100000000000000000000,9949910980390273403339589069741/50000000000000000000,17715687925010835152718809668151/100000000000000000000,2602379194695267366366110217487/50000000000000000000,18101046442696277052945344834887/100000000000000000000,55513167791601170433540282891/100000000000000000000,-48475189936001/100000000000000000000
9240828409709978671/6250000000000000000,26335589379629752511542806830147/50000000000000000000,6862878750205076585762357073983/100000000000000000000,12811013225563199042142701488717/50000000000000000000,1132425705779409385232232531609/5000000000000000000,23772824100501883485354225039549/100000000000000000000,-3467138404201/20000000000000000000
6078418993334778591/25000000000000000000,4266159048208035472535874514297/100000000000000000000,251313070283999053827984746481/100000000000000000000,2812364859212410581637986450887/50000000000000000000,323990595797713071630822284537/100000000000000000000,130936549518654969557594368217/2000000000000000000,-8383392311/100000000000000000000
1764214657830821313/1250000000000000000,1731612487133662587609368170207/5000000000000000000,8286963331536886059395932505229/100000000000000000000,21068963338875796747190659417/1562500000000000000,14120971556675473030634769961773/50000000000000000000,1415357373352642984459372483359/100000000000000000000,-657595143697/100000000000000000000
7157172651886133469/2000000000000000000,3498881283086874845293367075129/100000000000000000000,15227380234101295830873213384671/100000000000000000000,7694522332412183778862234349077/100000000000000000000,15028172121223634590031801089529/100000000000000000000,1873945008786275632186477/20000000000000000000,-231084141801499/25000000000000000000
92309925625300177261/25000000000000000000,3028969509071425163930805640901/12500000000000000000,1570848151245252547920365662227/12500000000000000000,13923828201797857220967830494117/50000000000000000000,9484187614689238037247348893993/50000000000000000000,70544775628277143114805900351/100000000000000000000,-9885784963871/20000000000000000000
252154172308867978967/100000000000000000000,4693239386139022621661615886283/100000000000000000000,2142092433848891562095287988807/20000000000000000000,8072887060781394999964358095727/50000000000000000000,20350817277509624918436761382797/100000000000000000000,45803066150505115029080083/100000000000000000000,-127506647405047/20000000000000000000
175144412412549748671/100000000000000000000,118879195624976602053494853923/1250000000000000000,197901167510222789814763099057/3125000000000000000,9326160506385663389567582075901/100000000000000000000,816183413865825097015944450703/100000000000000000000,328911761828687229858905217291/12500000000000000000,-658045010909/100000000000000000000
21388207150591031183/100000000000000000000,10238255742067588151867505652271/50000000000000000000,15292511192083463763102077153387/100000000000000000000,1341109711340092703817497569413/100000000000000000000,6620670750951080841566476719169/50000000000000000000,230762283714845853057764283233/50000000000000000000,-1102189980119/25000000000000000000
60620957684345392123/50000000000000000000,11100710475731738040221404074337/50000000000000000000,5314969522861372970048018068599/50000000000000000000,9565568228538280902341448763977/100000000000000000000,5743677791304700186164459755669/25000000000000000000,46227711732995158751076442587/50000000000000000000,-17257339237941/50000000000000000000
172184016775547653703/100000000000000000000,2197624326438071940942760811371/25000000000000000000,16689924107287065861832481709691/100000000000000000000,16708461484551766214585258120239/100000000000000000000,3798958551600597397598902731237/100000000000000000000,3154021618375626052590272349/50000000000000000000,-1690856264267/5000000000000000000
217216513060808782563/100000000000000000000,28251435903839423414185307423149/100000000000000000000,8284569913968205219464880660061/50000000000000000000,1438664142100197417954507659379/20000000000000000000,5420798470335982446309967650341/100000000000000000000,647185867977292306394927617067/10000000000000000000,-550155758899/25000000000000000000
8939476993906227667/2500000000000000000,3770365179038324520015685046021/100000000000000000000,3014573012351514597680102189141/50000000000000000000,15908077751150272745433185600843/100000000000000000000,1328074836439659492251761109417/10000000000000000000,31073919818274980602938373/50000000000000000000,-112559356113551/100000000000000000000
324442163422849565989/100000000000000000000,38636755261752677564066985815869/100000000000000000000,1175682129948382068571385045837/6250000000000000000,174980893543575197740410846119/1250000000000000000,3469590409906674639297395174219/100000000000000000000,4193930887500832211762488790697/25000000000000000000,-1114045336839/12500000000000000000
148940380795710103869/50000000000000000000,17018202282069157433656057512909/50000000000000000000,1099791525798856065019389177207/100000000000000000000,5823977175657934826235054523273/50000000000000000000,8378601574412984501542570238127/50000000000000000000,17655592082571770306773362488859/100000000000000000000,-582998335443/10000000000000000000
14972783325363389427/20000000000000000000,1218835800046832699820482646827/5000000000000000000,7734685071161728951392044072531/50000000000000000000,5738044483078660706213471894799/100000000000000000000,124169853795019010429701161589/2000000000000000000,1723569828302211880552293415773/50000000000000000000,-164025363811/6250000000000000000
12758204985149100371/6250000000000000000,32646459153552302392256077569691/100000000000000000000,18454222509351019497535660929057/100000000000000000000,10761446979258888503300725911173/50000000000000000000,25292186912507798341342462352439/100000000000000000000,17279512132055182201766495279/12500000000000000000,-4576462082593/25000000000000000000
44373487333416315877/50000000000000000000,524369048947694457228730387761/3125000000000000000,1184351986028420201833431497719/25000000000000000000,15731372904786146701978103020127/100000000000000000000,1358423318848218004577513928983/10000000000000000000,656828962525232395186946664271/100000000000000000000,-1495017435251/50000000000000000000
155864849960745893841/50000000000000000000,23745742713383595909080561218003/100000000000000000000,16219581642793710213418685359063/100000000000000000000,22390384449272417438276241493413/100000000000000000000,11312222140642734250080548357051/100000000000000000000,179512981641853004536338547537/100000000000000000000,-6524218008257/50000000000000000000
3647085752046816227/1562500000000000000,3222304770912926176747757964659/10000000000000000000,23735612635833244917842532543553/100000000000000000000,108665379865538558486346026153/4000000000000000000,15754956780241723856543557075489/100000000000000000000,53008078198723929658700773871/25000000000000000000,-43815927419557/100000000000000000000
26549128188534014737/6250000000000000000,207287693328252495410253743227/625000000000000000,3877750128716325951926358387539/100000000000000000000,1658641261384044232114739268839/50000000000000000000,8045943053935961276358357630951/100000000000000000000,-290770628826095984256993118607/50000000000000000000,-358421194869/3125000000000000000
375717321417155909773/100000000000000000000,6750929939946479524154117063291/50000000000000000000,6902703117021858964684692537833/100000000000000000000,2976566940317362884012298558257/100000000000000000000,2528093475141177919760533249489/25000000000000000000,47064075404672460778257229119/100000000000000000000,-1456024857443/20000000000000000000
120361610196861447013/50000000000000000000,5399457474074521706282937249841/100000000000000000000,2672552375978845753285656777869/20000000000000000000,933581356548437195464088904723/10000000000000000000,1405160409617083782243621965417/25000000000000000000,471828333718602541128283427/100000000000000000000,-88706390539143/100000000000000000000
3138637715286333387/2000000000000000000,14563105031764333078357918994973/50000000000000000000,827620994220352386305118608989/25000000000000000000,15896695574372147802937814973129/100000000000000000000,1804037351074187661309676617217/10000000000000000000,1043686364173578796622336307131/12500000000000000000,-1459083015377/20000000000000000000
