Up to date
A,D,B0,B1,B2,Root,Y
189584561495284218879/100000000000000000000,8605137946930272418182586891241/50000000000000000000,2826881335821883846231972894127/50000000000000000000,1112729221714313893632817462019/5000000000000000000,17324064508611279168958231058717/100000000000000000000,11383372915806391158318125383/25000000000000000000,-5623213333401/20000000000000000000
198037134172221457381/100000000000000000000,35114931752577579707004819702171/100000000000000000000,951163594111980050460595903747/3125000000000000000,19541180782313139624161385847/800000000000000000,196980294067025883062112932607/20000000000000000000,926939327407310172928361503521/20000000000000000000,-3815529951699/50000000000000000000
3438545905692646837/5000000000000000000,9154464633900043548051932840243/50000000000000000000,504576151278884889346801150891/4000000000000000000,2172635559833510511782861986877/20000000000000000000,6186333530879841235688453826037/50000000000000000000,127589953603390756472714152303/50000000000000000000,-4300082288487/100000000000000000000
119664947585683320433/25000000000000000000,22465032364928930768949097689251/100000000000000000000,292826036878736634386092520163/25000000000000000000,13147571098947536027065359611209/100000000000000000000,3036269052123618404446602249471/50000000000000000000,8528113815574819083508551805041/100000000000000000000,-7329220422723/100000000000000000000
203082513359892505959/50000000000000000000,29584945288630440485247944401687/100000000000000000000,13488386205400561637851855116131/100000000000000000000,88083922056891452932878554299/50000000000000000000,680361428032349730551802105031/50000000000000000000,-1304424802520016921118718119729/25000000000000000000,-297029130351/25000000000000000000
86082907361996281983/50000000000000000000,1253026857486438561405220915801/25000000000000000000,1501502596503703975710236672189/50000000000000000000,1975640757799386879945443620469/25000000000000000000,176307589750400636944334658011/50000000000000000000,3528446858899904804867500023/100000000000000000000,-463976544629/6250000000000000000
68992438747294616109/25000000000000000000,2796581367880838602207309513193/12500000000000000000,16345219337720070211465381563589/100000000000000000000,948647214951420084867088130041/100000000000000000000,2753815649445796466618477089/19531250000000000,3047998683697273151416467555079/50000000000000000000,-3405946835941/100000000000000000000
306532136897729062747/100000000000000000000,22274153368303388538866442202197/100000000000000000000,3959113246438579397717379945861/20000000000000000000,7280618451204800465741409809547/50000000000000000000,887654422520060823638625038819/12500000000000000000,15430919338885453617119927397/50000000000000000000,-24436781522137/20000000000000000000
191994272699136146159/100000000000000000000,3007228357291487866358586904583/100000000000000000000,10560613763196706331885645926101/100000000000000000000,3393482206518640823258669930973/20000000000000000000,9749115974984304180951272105753/100000000000000000000,103651136736477179241213/781250000000000000,-40304297552313/25000000000000000000
5302991247998125017/3125000000000000000,4984858451248659391594505474311/10000000000000000000,320389581002946639933666155901/1562500000000000000,1951087636025109799720009786761/20000000000000000000,6730152760269866657195042954023/50000000000000000000,790512793951185083145001085493/4000000000000000000,-470378750353/1250000000000000000
68896346109183221317/20000000000000000000,3640308074464321269949017748437/6250000000000000000,3673892866877950985170059891999/25000000000000000000,19351836450463199631915043584207/100000000000000000000,15713100053602615351333869985929/100000000000000000000,24236213281605376643017286143111/100000000000000000000,-17199045280381/100000000000000000000
41955751747001165431/50000000000000000000,30771896297738972877154549126899/100000000000000000000,21248733981781412097458965190609/100000000000000000000,6395264168016186034975992373099/100000000000000000000,1053771431408985736885830113551/20000000000000000000,1071553589419506230210753527263/25000000000000000000,-2427203472261/100000000000000000000
24550083228389471237/100000000000000000000,7069168402961650298892174097773/100000000000000000000,1802903555972364184114515084079/12500000000000000000,4859992873501506944747287649459/100000000000000000000,367888407439032268989356344617/12500000000000000000,14972349011363490966147971641/100000000000000000000,-8083351713127/100000000000000000000
637484176438769715433/100000000000000000000,548775600103706072692190008931/6250000000000000000,1138369138230692251409126043007/12500000000000000000,7640957057047547380418493616841/100000000000000000000,3262051334412560759870983500923/25000000000000000000,2291518354779610182703648303/100000000000000000000,-82628166097153/100000000000000000000
202577055802786755761/50000000000000000000,521240487410061359244204012143/2500000000000000000,1343328923148445449920328385289/50000000000000000000,480348524271513164228547517239/5000000000000000000,832534945043056037107825898897/20000000000000000000,-286506430360681589303579250973/100000000000000000000,-5641701553751/50000000000000000000
26694046797762385781/20000000000000000000,20761731623850865196958435884049/100000000000000000000,863668824498306253971469502181/50000000000000000000,18630336906390872671134693897207/100000000000000000000,11661695145987398726067010357561/100000000000000000000,2351457159817462640374268119407/100000000000000000000,-376151381721/100000000000000000000
3760250846183555877/2000000000000000000,15868150691175262512972552803849/100000000000000000000,273622352794573627539869949401/20000000000000000000,438229607083601196952319278839/6250000000000000000,4956675074391862958874985449/250000000000000000,-77334310708072392904140843209/12500000000000000000,-2572707122503/100000000000000000000
150048598821249744817/100000000000000000000,9572821920765833699499266156113/20000000000000000000,9202118545042519188695594088503/100000000000000000000,14292149679318671307808243052609/100000000000000000000,16395965371629761031891262764363/100000000000000000000,12333702986187075987841696719193/50000000000000000000,-16677141677089/100000000000000000000
66449872985914401121/50000000000000000000,33154522203928950724188551456071/100000000000000000000,2069435272780896604800182828273/100000000000000000000,9004942282866872728281326151321/100000000000000000000,1610523628211749765761390329887/50000000000000000000,-2794296329008161120577770817109/100000000000000000000,-2031090074423/50000000000000000000
228788617928691783669/50000000000000000000,23080453802378949772796652645357/100000000000000000000,33597624720290013221855965835341/100000000000000000000,4159874159114024122471176494973/100000000000000000000,1989779248219221477364458941329/50000000000000000000,32671072529237216506847003/80000000000000000,-87622572766459/100000000000000000000
44607480994243751257/100000000000000000000,2595936490239067412804159578249/12500000000000000000,9997916173060760668082752092149/100000000000000000000,27598552241095835199573239141531/100000000000000000000,15150338390934720804440596883829/100000000000000000000,111068892528406557525790586437/100000000000000000000,-25645757630827/100000000000000000000
49829933485837069561/50000000000000000000,27004409047412739269077820885387/100000000000000000000,5307731251532471711390674781263/100000000000000000000,877490139582355724011897070331/25000000000000000000,8798264093916318302156564773907/100000000000000000000,9613323777120256860522379730873/50000000000000000000,-52066422301/10000000000000000000
274428469552944228269/100000000000000000000,418834957023888532885887751181/3125000000000000000,1404268005521579700225778601853/50000000000000000000,82953760912020643422018118217/1250000000000000000,10895937229001809324030416804519/50000000000000000000,3993685857426856956044074372103/100000000000000000000,-2934695806947/100000000000000000000
94384484308147832087/50000000000000000000,1363422006655532848296661571697/25000000000000000000,422904635240520249681963455057/100000000000000000000,13722146010971701902945610915333/100000000000000000000,13521188715023176803108732393567/100000000000000000000,3143087100438200268669002947/25000000000000000000,-3418447455859/100000000000000000000
3295912362623721687/1562500000000000000,509011756336114876076426433539/3125000000000000000,4570166487446363521667371110977/25000000000000000000,20434922000373576747678329243257/100000000000000000000,13992354293909553848241009644803/100000000000000000000,5393633579816703112001866929/100000000000000000000,-9720329946041/6250000000000000000
73246591930957510659/100000000000000000000,1030868019544598911598975912081/2500000000000000000,2770645499314621505779713487233/50000000000000000000,19162314521658205217203194424379/100000000000000000000,5948817104674896216109550289359/50000000000000000000,17379892549738205395619154980739/100000000000000000000,-1883605779479/50000000000000000000
238303812842930484941/100000000000000000000,492588198508833071335170531747/20000000000000000000,770346682669015237553282748161/6250000000000000000,12777366977471075359760892245019/100000000000000000000,10310428166385319869293300076787/50000000000000000000,2965311072074402727333753/50000000000000000000,-47599143108899/25000000000000000000
16129662524995568443/4000000000000000000,23285925344708596218511479368291/100000000000000000000,5511569509608667415739479758079/50000000000000000000,8451075987726255139283917872263/50000000000000000000,8067966894708943299392495827509/100000000000000000000,108199669905959059612079095947/100000000000000000000,-23986455109343/100000000000000000000
15166705754079048217/10000000000000000000,2157327429649975016963054796847/100000000000000000000,4545519378713548652239582055329/100000000000000000000,12388002563444838333769341925503/50000000000000000000,4599680621172374443654125083947/100000000000000000000,1597836219975159507932973/25000000000000000000,-177669273473217/50000000000000000000
45174318223239322321/12500000000000000000,19191556347395392866051574744799/100000000000000000000,7744453161167891866827569825851/100000000000000000000,11359707219016543342678468754001/100000000000000000000,4020242254512081224639553234529/50000000000000000000,712350707567909197652297643817/100000000000000000000,-1580036602001/50000000000000000000
354787351147092158691/100000000000000000000,18467861342726738754730109379809/100000000000000000000,5162500912970813141229492066319/100000000000000000000,10354551164463540798878099520387/100000000000000000000,80847442120284643820829657583/500000000000000000,1517608434464146631849895344151/50000000000000000000,-6569502613893/100000000000000000000
52686337563600579369/20000000000000000000,35892038221584733860272569720379/100000000000000000000,2700658923837936264062671726473/50000000000000000000,14054791911440368260136649075813/100000000000000000000,219791604601503672004866746997/6250000000000000000,-342536152131177222142502260879/50000000000000000000,-738656029813/4000000000000000000
47506060606203960373/100000000000000000000,845681949755965883431517132371/20000000000000000000,1055522977482719875110809734959/12500000000000000000,3248902849557018629539998563861/25000000000000000000,7176829331376327870384504247067/50000000000000000000,479523626750768050746126371/100000000000000000000,-4155440721921/12500000000000000000
64674909704831516949/50000000000000000000,31193820243268471904554004039399/100000000000000000000,31459804758528160739013140799139/100000000000000000000,4785267143962000287807526395883/100000000000000000000,820117542680589492693747699457/6250000000000000000,19305813120421647180631033107/2000000000000000000,-371170155257/5000000000000000000
479959404232005543579/100000000000000000000,17571187721022531118163565818503/100000000000000000000,7527213670057465284636914465453/25000000000000000000,23978421138516423859160406637363/100000000000000000000,1142058344092374453818364263763/50000000000000000000,1029559710321672116028329323/100000000000000000000,-14213975970511/781250000000000000
69243723044555365971/100000000000000000000,2339641923264269478899652355919/50000000000000000000,1551537948372403528392394316119/100000000000000000000,42707940941075793604934392049/4000000000000000000,29887548912548650949541309564097/100000000000000000000,2084767390501093426924426159149/100000000000000000000,-155549150401/100000000000000000000
244014374592746388131/100000000000000000000,16598509474780406960759954215279/100000000000000000000,1637130460489928630134191119759/12500000000000000000,29968250181979721643036263720483/100000000000000000000,2363488733260843232703778776237/25000000000000000000,4068337620791441362059368309/100000000000000000000,-3538703237987/12500000000000000000
187054158218252995803/100000000000000000000,3469631847371878913422421191841/12500000000000000000,2184460558876445104835419040189/25000000000000000000,24557817308453961107864886369559/100000000000000000000,2970161367860705021314808310241/50000000000000000000,316730794690835965643841447507/100000000000000000000,-9682463255107/50000000000000000000
318879752030351621567/100000000000000000000,4230593293236700385573865831999/100000000000000000000,195731664140376749969184153279/2000000000000000000,16322314202342569012894968474443/100000000000000000000,12590266074874000234638508419963/100000000000000000000,3934133298026298419119183/10000000000000000000,-119989644014883/25000000000000000000
48907262357460869483/20000000000000000000,2607482754141001866861723646777/25000000000000000000,4884671580547342162954222441027/50000000000000000000,8683049831900920926650382901597/100000000000000000000,10245515184557059980987638686801/100000000000000000000,9555072583532498994159625303/100000000000000000000,-4452255028121/12500000000000000000
354995380342732468323/100000000000000000000,531061121929366266425168799379/1000000000000000000,1448383245640328303207985777543/12500000000000000000,26613687124945321022606472948817/100000000000000000000,5439683058778756732198941626461/50000000000000000000,1876884238641490232559823104889/12500000000000000000,-2003234632909/3125000000000000000
52257357071177301473/50000000000000000000,1163467893489361238767287474631/20000000000000000000,1230239970072683164553320025449/5000000000000000000,1611808962808970817119997186227/6250000000000000000,2968640759613038436052264552579/25000000000000000000,423174909309044881995017/800000000000000000,-1064812559747897/100000000000000000000
50428981812180885999/25000000000000000000,9309341324273942759485802734097/100000000000000000000,258220523571633076536880252609/1250000000000000000,1794311110901692127568444852549/25000000000000000000,4719505046346843114587911861919/25000000000000000000,92116435122286634571587397/5000000000000000000,-104452994504139/100000000000000000000
166925055244104534061/50000000000000000000,2517730723617663965788555180063/20000000000000000000,84557039927657597540408089057/2000000000000000000,8612783748927784876347372241753/100000000000000000000,3073633087417576305134922744317/25000000000000000000,371391844311915852457896173029/100000000000000000000,-123761429289/5000000000000000000
17640530676463331181/100000000000000000000,334641493093152025287896780953/10000000000000000000,3847967902702345050036226138507/50000000000000000000,7935212638769553395675513550239/100000000000000000000,1149140629434834739832670987/125000000000000000,49176664647368520288308659/4000000000000000000,-29414113567/1250000000000000000
71939889672511923823/50000000000000000000,2024578922545096462764319169613/5000000000000000000,4067146567794066634500681073283/100000000000000000000,17098520091441654859640947906957/50000000000000000000,819483767527478070732852997889/20000000000000000000,2462949504749829779956770944303/50000000000000000000,-3201670974383/100000000000000000000
181047500531555676293/50000000000000000000,1932540087482454795451123652271/12500000000000000000,911372284850234484967958892871/20000000000000000000,3610198116977005493044168848953/20000000000000000000,11833958209541464124341227192721/100000000000000000000,17920156320492208849895500987/50000000000000000000,-18517668602273/50000000000000000000
142756846601249130359/25000000000000000000,15185929516260317444865043676837/100000000000000000000,2505104121995775280563601209083/100000000000000000000,2941109074619246397991679502813/25000000000000000000,266012650056097870479377725329/2000000000000000000,370004822689092863515338233/31250000000000000,-901092016967/20000000000000000000
110274159535811786171/50000000000000000000,1166042214766440301429056560131/6250000000000000000,3919249173994054039600754712981/50000000000000000000,3111825973277520675432427309821/20000000000000000000,4154123911300337781393225841899/100000000000000000000,119422999444865313265754125341/100000000000000000000,-2991022349069/25000000000000000000
113405120664048990643/100000000000000000000,25490915347507282487288229091579/100000000000000000000,3553604212866063111951798700619/100000000000000000000,14042517642548053523081814901133/100000000000000000000,7872233908188680791411391313907/50000000000000000000,331838386127574192713161879981/4000000000000000000,-1735705056613/50000000000000000000
77709151789670660503/12500000000000000000,15288996559111667204068734705513/50000000000000000000,1609129050400326538410182827581/25000000000000000000,11755294514172217787049827095701/50000000000000000000,23122836773924197337587374970383/100000000000000000000,275098061438710102734113829317/20000000000000000000,-4484494292367/25000000000000000000
55270726256282992399/25000000000000000000,1617486868083422276739398481679/4000000000000000000,79355502527892846425580236991/2000000000000000000,2254455723790593235550816709411/50000000000000000000,452788236141292799308492723649/4000000000000000000,-2726587975217381366481080689081/100000000000000000000,-251831487001/12500000000000000000
224160011299776245417/50000000000000000000,35236583390066313559056924041/250000000000000000,1840285580607057421171784595777/12500000000000000000,1314810756126504029662405631673/25000000000000000000,8748687266887830031608292727209/50000000000000000000,5173342786107586150478734177/20000000000000000000,-1924570512759/50000000000000000000
1830249392291450967/10000000000000000000,8059717888263508754185117004449/100000000000000000000,125407903850092454444954893421/500000000000000000,2776962470776712979327170673673/100000000000000000000,822628286751349143210715791007/50000000000000000000,21167514668459821371417141409/100000000000000000000,-837290119379/100000000000000000000
197510517855816749787/100000000000000000000,16038166976946804664310093557507/100000000000000000000,21289081694418868372780321423771/100000000000000000000,7031333087653047452853741533369/100000000000000000000,2406299539887706149829747721951/100000000000000000000,12174551872327558299861701427/50000000000000000000,-6305809225197/100000000000000000000
347501661643053117263/100000000000000000000,9571862284385917690259434863983/100000000000000000000,524702691817986266732880887461/6250000000000000000,3546400610853883037962623118827/100000000000000000000,15633879419863822987465006072159/100000000000000000000,8846954356215514202406403927/20000000000000000000,-1011750899739/25000000000000000000
13294355748675256739/6250000000000000000,3278691458929293183210619398721/12500000000000000000,637915499658871650898525743751/6250000000000000000,2329041380289776677076234855183/100000000000000000000,10733285836814749143910780673007/100000000000000000000,7072462673406819022324372389421/50000000000000000000,-851865995317/20000000000000000000
170299872711579081363/50000000000000000000,84114135294008481595093414793/50000000000000000000,1764948073086751385779551117909/20000000000000000000,3385114642298183772893199262117/50000000000000000000,1574690170075583343741539028257/10000000000000000000,174969789547885179083/50000000000000000000,-251100025053489/20000000000000000000
48073365466750560127/12500000000000000000,20949211641857575289711755994421/50000000000000000000,4787150834253084846317911307691/50000000000000000000,4814612619244524726940440370273/100000000000000000000,14380539726973075010208801319341/100000000000000000000,27958878205679927754783124399207/100000000000000000000,-6051288006071/50000000000000000000
84810638410143726657/50000000000000000000,23565514408581645580034015721111/100000000000000000000,4723000815811755712251228594171/50000000000000000000,6769065223632237324344807008339/100000000000000000000,692444264089493592003853430553/5000000000000000000,1473092220669958162052949880503/20000000000000000000,-17568906323/625000000000000000
46179879787556281833/50000000000000000000,16736380084841961530745755588891/50000000000000000000,24928642852445545911923749131/5000000000000000000,6841766791382097088594246551677/100000000000000000000,13596945433663275819483730185817/100000000000000000000,19428408330214773055672347444547/50000000000000000000,-771042020639/100000000000000000000
186476604871095257929/50000000000000000000,13298594606289391333644646594803/100000000000000000000,270854825560403893686948914791/12500000000000000000,167829516260340371524852429037/20000000000000000000,807132486801666803802960692507/4000000000000000000,268728010750174424364303341549/2500000000000000000,-209512513741/100000000000000000000
119217867197861985009/100000000000000000000,9570027169394551878804837340967/100000000000000000000,488712619415522209122946753699/100000000000000000000,1273747117807088814417600345013/100000000000000000000,28264892575945136008604522117487/100000000000000000000,4598093622737871072695473715929/50000000000000000000,-48692110147/50000000000000000000
68976945221089796051/50000000000000000000,367408654697133139964298283417/1000000000000000000,4933536766649409129025440820691/100000000000000000000,3711007033051587967240818545849/50000000000000000000,51582845957956776681932552021/400000000000000000,5070168877456847003449936463579/20000000000000000000,-1762290767137/20000000000000000000
7405878977488718801/50000000000000000000,6587123414328308290414432453559/20000000000000000000,18334331959761296869868913092167/100000000000000000000,4898839481495700329358148297333/50000000000000000000,361980077752825962211107915323/25000000000000000000,6259589843541191626915834900783/100000000000000000000,-43539815719/12500000000000000000
21384682911803807049/50000000000000000000,820383024571484948920713801087/50000000000000000000,18944820079799944233574039612641/100000000000000000000,8987502507540697914204365833919/100000000000000000000,10475469989313174684128307049173/100000000000000000000,1291158958528974659380667/25000000000000000000,-3640653442873/10000000000000000000
42276776655046561987/6250000000000000000,30117908025549115032136401242189/100000000000000000000,5767100392370207624514316450023/100000000000000000000,327389069604557328969868653257/5000000000000000000,11827709733665335908389343487801/100000000000000000000,279455946249235141342832332569/1562500000000000000,-2134751590861/100000000000000000000
190365301891558519409/100000000000000000000,723106893441538212988692318383/25000000000000000000,1057839255355555178551226522473/6250000000000000000,150431232365079963860846726391/100000000000000000000,23117671306280853451179365543551/100000000000000000000,139095643776502906489141601/10000000000000000000,-1440422634633/100000000000000000000
88659688327249462711/100000000000000000000,5283035179835316883250241144771/50000000000000000000,8276762127440172363100579307849/50000000000000000000,4261905903463659366589550145561/25000000000000000000,3932232496066989487275926493319/20000000000000000000,2910444624258731177387327879/100000000000000000000,-136017373311003/100000000000000000000
75202967522251544413/100000000000000000000,28603216289804855741618423820161/50000000000000000000,1698463054469243034403011825261/100000000000000000000,9592420201620982158090755893351/100000000000000000000,4458954801153233158003419318207/50000000000000000000,-2404465069203227934639378898613/12500000000000000000,-1292449734677/100000000000000000000
359667448874178624899/100000000000000000000,39594319069266799964254405573931/100000000000000000000,12292556487053577103033056241889/100000000000000000000,7135120378826935244091248923407/50000000000000000000,23798681523584758980724856403089/100000000000000000000,13033772936563520171101985501569/100000000000000000000,-1038106088103/20000000000000000000
67724309140297454321/20000000000000000000,3954240201666834373238472949641/25000000000000000000,103077649964531602979452330221/6250000000000000000,12255547580715674677300684651823/50000000000000000000,10067411767696251656049476231901/50000000000000000000,59305430451252657038720768963/100000000000000000000,-135820805393/1000000000000000000
86546024607947746673/100000000000000000000,14109592442803196365317867082113/25000000000000000000,12700191991744807827991770654987/100000000000000000000,1410892932490626925648636561219/12500000000000000000,2730923177216579954907429620811/12500000000000000000,8348764858780799094152216796551/25000000000000000000,-955958857273/25000000000000000000
14487451980190242021/50000000000000000000,24507602189248358729783927695429/100000000000000000000,14109805315782162344229329949633/100000000000000000000,1150610573930507465150313422817/5000000000000000000,149784705132925692422158202613/6250000000000000000,16361083599612431543140009447/5000000000000000000,-2104187463733/50000000000000000000
32122961776850185749/25000000000000000000,22192696553806387999138296252287/50000000000000000000,10372797883173577477289909242047/100000000000000000000,398900866613097240197803271059/3125000000000000000,13205812062595141016010744807633/50000000000000000000,669647233819496045045331014027/3125000000000000000,-238732569373/2500000000000000000
912242117804573413/400000000000000000,678210869971706780223681306701/50000000000000000000,11593866658168074967787520874493/50000000000000000000,2887098242134542724296913413599/50000000000000000000,2302167436390181000346531074453/50000000000000000000,275219557582258803435177/50000000000000000000,-188970126629439/20000000000000000000
62816778521524101489/25000000000000000000,19273448861924358743508207196639/100000000000000000000,994688911386007093715886768691/20000000000000000000,836031475384751726226185876037/100000000000000000000,1694976116518080351263472834661/100000000000000000000,-313775088537387265183224803881/25000000000000000000,-2231195472161/100000000000000000000
125161122571581589553/100000000000000000000,7768834597766215896711182346581/50000000000000000000,7259328820891417472052747564147/100000000000000000000,772970952786002514257962722961/6250000000000000000,952588423950753501458643887249/12500000000000000000,18921127291862378451613354091/12500000000000000000,-1860595157243/25000000000000000000
248152024445171421891/100000000000000000000,12332312967411448529909958734257/100000000000000000000,6284404987176871298118557863717/50000000000000000000,1322414918510212964028755096257/20000000000000000000,491092309402435343530534186849/2500000000000000000,10904561815428908460449298639/50000000000000000000,-5048456972411/50000000000000000000
208573222728509840679/100000000000000000000,1801248780510269026638564071887/20000000000000000000,18097415009727890990345767941393/100000000000000000000,15537991422130563327197084808803/100000000000000000000,3766662024467422603277449473533/25000000000000000000,620734473379201100774433443/100000000000000000000,-209628784687819/50000000000000000000
85750412179531941811/25000000000000000000,18896218698821816893184730862183/100000000000000000000,431359981911575782475350116357/25000000000000000000,717001755892932018677027417553/20000000000000000000,5094884901432974675615752746203/50000000000000000000,13971708822518899465535898545731/100000000000000000000,-3070901229911/100000000000000000000
33269413402999451099/25000000000000000000,7638853724273463855127583473367/20000000000000000000,26845325617927367109200422612927/100000000000000000000,13294436327766108862761915533/20000000000000000000,4787291655206671216469657548207/50000000000000000000,40541243770488411537549513205127/100000000000000000000,-1126659999717/100000000000000000000
206685595837874419437/50000000000000000000,6105135354066675505448115867617/20000000000000000000,1129155087594082152204258015459/50000000000000000000,5459069274250179490488730358501/50000000000000000000,1064611613903960077607351720449/10000000000000000000,8867327207636426856602251727171/50000000000000000000,-8246485055179/50000000000000000000
528877441701829505471/100000000000000000000,39800290257272159153271303468547/100000000000000000000,186242396662657251076240776679/781250000000000000,3186001105368946834040319747437/25000000000000000000,1597041298442553145096313936743/20000000000000000000,1771576627157339112971590513201/50000000000000000000,-3508038787/1000000000000000000
114887124689875311053/50000000000000000000,7741633558667892595827859684259/100000000000000000000,3547816939841137456432356476603/100000000000000000000,3885056926951069318984626826167/100000000000000000000,244227077524934885915905741393/2000000000000000000,49700225187802080155474583233/10000000000000000000,-34173023301/20000000000000000000
4169726942466788259/12500000000000000000,197078099790221539753973137733/1000000000000000000,264540121207467327326182130143/1562500000000000000,668897558714209670473475330909/2500000000000000000,3722874650235117732401215344617/25000000000000000000,26115024170083390043189117209/50000000000000000000,-513012585433/20000000000000000000
92617314784495314207/100000000000000000000,1499631039062342393606628399667/10000000000000000000,849540132034558434519686318907/100000000000000000000,5986647516420737511518443882103/50000000000000000000,6533620302060679735728719814003/50000000000000000000,3612366678058964331967552043227/100000000000000000000,-310864335501/50000000000000000000
11948727494661986329/50000000000000000000,13371582011160539893792347772133/20000000000000000000,629632016592054238102616689863/5000000000000000000,1415465450484204101309872475091/6250000000000000000,10099127333241698265421243961563/100000000000000000000,-6034039842899990741636164310357/50000000000000000000,-2788702678821/25000000000000000000
312489233402096595661/100000000000000000000,8023604097595662877810228775091/25000000000000000000,3527018605850086770294327683697/50000000000000000000,3005238089929876855002212648773/25000000000000000000,19440926456724336062023244781603/100000000000000000000,13059615178955625045777771779257/100000000000000000000,-8187233854571/50000000000000000000
9879617802125662359/3125000000000000000,17830895180205587148880027871037/50000000000000000000,2217765428509839504229694355047/12500000000000000000,12393164457377488345397203973319/100000000000000000000,4081264965290253123861339147557/100000000000000000000,5671466089204955539787748655869/100000000000000000000,-12249763406953/100000000000000000000
2731962441385789257/781250000000000000,6136140137097015824477984350811/25000000000000000000,2529628813093337715801321339931/100000000000000000000,5297946619534686930294864359351/50000000000000000000,26128509753481581602047429142359/100000000000000000000,2323264016221348120794150807073/20000000000000000000,-774636588107/100000000000000000000
320898843005493353079/50000000000000000000,260125078864071590368445680587/2500000000000000000,28031564024288179845765436484691/100000000000000000000,1539176243438110890465939041317/100000000000000000000,162945011094321561828717762981/6250000000000000000,3019640734830722218530694723/100000000000000000000,-203359776149/3125000000000000000
57654710282771261003/50000000000000000000,836776366715204891375459189437/100000000000000000000,7207789863713011897828637742017/50000000000000000000,7080757611152781964955400742353/25000000000000000000,3801677299520812443003758355363/25000000000000000000,8517300553005882235689/25000000000000000000,-2498316521592913/50000000000000000000
1317806669611953269/800000000000000000,1912078002495284923830133028501/50000000000000000000,4351927160612308064708579033409/25000000000000000000,2419238027594320741449050214667/100000000000000000000,10450689873517244665113283582187/100000000000000000000,262846941009927994726062027/100000000000000000000,-48422473782451/100000000000000000000
203907180449584777569/100000000000000000000,1281005269135665688832170149627/100000000000000000000,3953422910113001923662734273/1250000000000000000,409731657278621751591469088789/20000000000000000000,21358481334732329264276209493793/100000000000000000000,503883050493992827391731479/20000000000000000000,-33656201401/12500000000000000000
44076607217317076209/25000000000000000000,10362814330501839656622047947317/50000000000000000000,109765551876265789225587529631/1000000000000000000,317536955103619769568008079381/2000000000000000000,1885479726904044570546653225553/10000000000000000000,123201186319245977072163031599/100000000000000000000,-2874780801463/50000000000000000000
100636379221883134953/100000000000000000000,1943919843645171000993493343447/100000000000000000000,7904149403986883256631340493129/25000000000000000000,51540059371322203430151024767/312500000000000000,2429047867915040168579005654359/25000000000000000000,16145847065604772696781/2000000000000000000,-469909684402739/100000000000000000000
217839722444822769627/100000000000000000000,31115941175020047713829893107977/50000000000000000000,20373929544514820129276518681819/100000000000000000000,12265345541155500420129438972243/50000000000000000000,8665719019264751030627015139/39062500000000000,8678945393297300345443311603411/50000000000000000000,-70653130184087/100000000000000000000
297987150602036918809/100000000000000000000,1292616509582820422752210100189/4000000000000000000,14430950816537653031153383261929/100000000000000000000,5593848231399684207631751249307/50000000000000000000,13052038004661082794415895828603/100000000000000000000,675540012974007998816531530791/10000000000000000000,-962924566913/25000000000000000000
145179025656941257429/100000000000000000000,399864882859543852160956808317/4000000000000000000,2512741156265395590187767793223/20000000000000000000,1390906664615357461298898301569/10000000000000000000,4659503929629691464358867234287/50000000000000000000,3226678542690615121726647907/100000000000000000000,-3325549724929/25000000000000000000
288389465993922448443/100000000000000000000,35086543806689953369615728688673/100000000000000000000,3747136296299501530223064246731/20000000000000000000,9763209486432036978820230056923/50000000000000000000,197148768405040197618182121033/12500000000000000000,479887108191993847325477986631/100000000000000000000,-10440682746523/100000000000000000000
276762408382298809001/100000000000000000000,1252884357310988570007391680381/25000000000000000000,2710524729129089289510579866549/100000000000000000000,7619753319011495869299754509/25000000000000000000,8226474369033526899870635279177/100000000000000000000,417174938915705353712072575321/12500000000000000000,-2399017513/25000000000000000000
44494829280568687687/20000000000000000000,7172036080819339789825987689769/100000000000000000000,13059370790852256665516089895279/50000000000000000000,9643016592693415367685386134539/50000000000000000000,155143702419043317860694718979/625000000000000000,84445614421206405087664009/100000000000000000000,-23438869405917/2500000000000000000
181672647561139126707/100000000000000000000,287597895019523065116338513009/10000000000000000000,3797537987984729551541399213323/50000000000000000000,5489747178447038935669376930629/50000000000000000000,6043333851768420523420706731/2000000000000000000,39312486110686232635139603/100000000000000000000,-65245400971607/100000000000000000000
10776888957272904877/4000000000000000000,2382952797010030798345456179397/20000000000000000000,4808687331616385236247601156303/50000000000000000000,6540356215227155702869519198041/100000000000000000000,35802565262873694246168079446459/100000000000000000000,36711385628124434008391577099/100000000000000000000,-204891389749/12500000000000000000
282214584784121011079/50000000000000000000,33872987754416855534995050655933/100000000000000000000,22469025003497015814541357678103/100000000000000000000,3032830855209109053703658746323/25000000000000000000,1500714751976171743269472549451/10000000000000000000,708072743155396720178482529241/100000000000000000000,-9138408310229/50000000000000000000
102649238912851039143/100000000000000000000,43405030071184904129560965387/1562500000000000000,5433732741070782883622129206883/100000000000000000000,4052362767461524666032443400491/50000000000000000000,296767281223769213324091961333/12500000000000000000,10398559029461683927857831/6250000000000000000,-1719849048449/50000000000000000000
10357568216255440919/100000000000000000000,1180202498280467575289680999071/5000000000000000000,391481889503631688991160125997/12500000000000000000,735766300706366101400325644631/4000000000000000000,1079402101108797782131565987267/20000000000000000000,292282541801593758944148895619/5000000000000000000,-1267901043/4000000000000000000
