Up to date
A,D,B0,B1,B2,Root,Y
3510192062409750943/2000000000000000000,3278525966993317206155766512789/50000000000000000000,31995294124140823075231770232721/100000000000000000000,19458447474170293797280345824981/100000000000000000000,23011477577371460079182082699781/100000000000000000000,2576502372558063942808407/5000000000000000000,-655938142631739/100000000000000000000
138776646236317085609/50000000000000000000,20807708945683083948029610994977/50000000000000000000,7852959645893011740603080385829/50000000000000000000,6739597127040264283775812805987/50000000000000000000,637103227806995909039634714363/50000000000000000000,-281473627804380270583126011203/50000000000000000000,-45863343125817/100000000000000000000
28449054438389288489/50000000000000000000,8148734189443296801769854268493/50000000000000000000,148294567477014188915770350577/6250000000000000000,18588409295207890140213756684979/100000000000000000000,24325785891950480670073944128433/100000000000000000000,60887933790530005617515640751/10000000000000000000,-490109396127/50000000000000000000
654633996657528163/12500000000000000000,30438082662317648494382300213331/100000000000000000000,2247877171631059010756955558591/100000000000000000000,17067926254618450961383140397599/100000000000000000000,15338996661685029756098199913439/100000000000000000000,19558201199663874014698691975949/100000000000000000000,-4413746107/5000000000000000000
280264763786806147017/100000000000000000000,7483408803267375027485692625747/25000000000000000000,177565577149085106352955084671/12500000000000000000,11776466073306237920288786401241/100000000000000000000,2000068811789258722306113324309/50000000000000000000,-66466337488863836708903586823/5000000000000000000,-3544889160791/100000000000000000000
3531668273879558677/2000000000000000000,29745714514732942427778929310129/100000000000000000000,14747431927934208259513759549917/100000000000000000000,12319517307973948366425855632957/100000000000000000000,6726484374122201516510952836157/25000000000000000000,3125778666439829179139701086383/100000000000000000000,-69951491957/800000000000000000
2856230160990766177/3125000000000000000,2693298628755872775872193125907/25000000000000000000,106016928078809007155938479649/6250000000000000000,14735563958666758581461438240291/100000000000000000000,10685860001606815068072303611079/100000000000000000000,25985290846870139115031782869/20000000000000000000,-3630290084369/100000000000000000000
255859698934209380771/100000000000000000000,36433399629496247463855247493/1562500000000000000,1298544443238562166402378755619/20000000000000000000,829626712177502923435500574117/10000000000000000000,745827993508146187209660130353/10000000000000000000,2944364272974577419410841/12500000000000000000,-16405021545387/12500000000000000000
209716132135888265327/100000000000000000000,1743398172515964447794596433801/5000000000000000000,9501746395692959088039644753523/100000000000000000000,5557466987457742854944643114719/25000000000000000000,1004433462268698937034320116713/12500000000000000000,1871669528804913429729955146313/50000000000000000000,-5986747802809/50000000000000000000
116694369153466588099/100000000000000000000,361577227844680346151084049573/2000000000000000000,12441423790431302900969881750761/100000000000000000000,5811336599608582177860403105747/100000000000000000000,655245521268870395140126268983/2500000000000000000,996045149703698395057766010993/100000000000000000000,-122752626019/5000000000000000000
214683369565464454963/100000000000000000000,2880425479729269992497081450431/12500000000000000000,8888870601853918433720209924683/100000000000000000000,724204340717221463390105357589/10000000000000000000,1725487865828616935408991389313/10000000000000000000,6919413950966576942209847460013/100000000000000000000,-3317976066327/100000000000000000000
260566804726071652149/50000000000000000000,3641011235172492185917440202557/50000000000000000000,594484397986260301122730552481/25000000000000000000,176716148416161882578291009757/6250000000000000000,4864913060626993819973053063439/50000000000000000000,1038927010168839259338319470351/50000000000000000000,-1365961069231/50000000000000000000
135515549146157922207/25000000000000000000,47515213443094749624654787431361/100000000000000000000,1030031313630482368901807587531/6250000000000000000,4184081271489862262447855236873/50000000000000000000,1121798966380010614470183959007/25000000000000000000,-411069775961641840400139652289/100000000000000000000,-55947551568931/100000000000000000000
357728900407390981193/100000000000000000000,835678114799195078712102524389/25000000000000000000,266512023317992526791857028757/12500000000000000000,7008055834293686707217359328701/100000000000000000000,19503077183566397947400214360807/100000000000000000000,10986976155408564783577051/2000000000000000000,-23947423867199/100000000000000000000
23497795724515787091/50000000000000000000,577369336040585086155497707133/25000000000000000000,58731506671555937014143270569/5000000000000000000,6883999973621102545440091683499/100000000000000000000,496760311852607900322678093121/3125000000000000000,865429502823066238835638517/50000000000000000000,-581823872767/25000000000000000000
152477997786612722839/100000000000000000000,120442188158126300493947922899/2000000000000000000,1198738927609310027459158506737/10000000000000000000,8337222110291301588657487689797/100000000000000000000,2875085212374390479515524267143/50000000000000000000,163865708930993102756675507/20000000000000000000,-1161217244559/2000000000000000000
34989476482128432513/25000000000000000000,1914344292743176725577691986699/10000000000000000000,14613650656097540959031656044627/100000000000000000000,4606529582312811098896874872019/20000000000000000000,2610824769103624919345886759553/100000000000000000000,20550097499543677361519344609/100000000000000000000,-42000283220781/100000000000000000000
96331829398385744037/50000000000000000000,7382633395288539409464987731003/25000000000000000000,523541893221668250217512618289/100000000000000000000,178384365965645684291386916069/800000000000000000,9712127206092102101033691773281/100000000000000000000,2108244073452793656926943174953/20000000000000000000,-2344744792587/100000000000000000000
42190503986186810409/10000000000000000000,20673908576220335202709355151543/50000000000000000000,370230836707230599815477463789/100000000000000000000,19746028074364716932138883608133/100000000000000000000,27948171302300054978376054505553/100000000000000000000,25889589782640933977071527077439/100000000000000000000,-89011797577/5000000000000000000
12554755813308232283/10000000000000000000,5807856692172596430349637429469/100000000000000000000,11452779290088938048605220970561/100000000000000000000,7049952494295103687178517496457/50000000000000000000,533946963331501192205134415307/2500000000000000000,386533036200402303264656991/100000000000000000000,-66384250369647/100000000000000000000
110843463218031221621/25000000000000000000,22530600990634525036190766599183/100000000000000000000,9296249640280181511477225064451/100000000000000000000,14679030248342097265937219883731/100000000000000000000,3084464993734332274596245363031/25000000000000000000,301955339618375824032777154697/100000000000000000000,-646323563009/4000000000000000000
87619149004598204977/25000000000000000000,47299946249293965793136456065963/100000000000000000000,5701144911229243053829344885877/100000000000000000000,89265788762542611448280778373/2000000000000000000,11522225727363910977329330151187/50000000000000000000,38628759673152869852186580270399/100000000000000000000,-738369921171/10000000000000000000
199937032188884779133/50000000000000000000,490333704541974810830092578757/3125000000000000000,6361511853618961634483127176751/50000000000000000000,12209172408913609826503744069363/100000000000000000000,561665966721042641738923606389/25000000000000000000,3559603003964415898337215477/25000000000000000000,-9746466759161/20000000000000000000
