Up to date
A,D,B0,B1,B2,Root,Y
161455844754983226317/50000000000000000000,8431393230231891878956427993/19531250000000000,160541231244671210765965154157/2500000000000000000,3625815544346009255835569086937/50000000000000000000,7243357787166287981338559177183/100000000000000000000,10457759861756330848679244744351/50000000000000000000,-222515358572629522813584624143368243777021131703098117/12500000000000000000
236687908982471281783/100000000000000000000,26805573760462364712144444777023/100000000000000000000,16980579486722248334622527302761/100000000000000000000,1137949957652947815416880372419/12500000000000000000,3553669594191977033078924705669/100000000000000000000,29317232772061260900131452457181/100000000000000000000,177264243662631521388147426117658244362764946884473889/50000000000000000000
19171496199184619451/20000000000000000000,1655620880791602031499821871143/50000000000000000000,7609508159530296226692884941879/50000000000000000000,181207518014302302505289227557/2000000000000000000,29003090294719632259031664405347/100000000000000000000,26289608045425274741935315093211/50000000000000000000,15660520668119208643789096406136260225429743798414590393/10000000000000000000
82439393231709459759/25000000000000000000,16326397978184338822419989465033/100000000000000000000,11273965118738930544661817874903/100000000000000000000,9323952350341571884909421876443/50000000000000000000,34762758563014596755076851127099/100000000000000000000,12885507466904666232646625875517/20000000000000000000,24181155919986866072163853932092149201232897477133203349/12500000000000000000
154646257006234290143/100000000000000000000,27844449525653855398292299587637/100000000000000000000,10681531451460518210589167857483/100000000000000000000,31781017497681180201960094433681/100000000000000000000,12572119976431651492652187413243/100000000000000000000,54505670780194986614945140098123/100000000000000000000,2218543211602670258345498562849164654215484937527925699/12500000000000000000
237681720939573132963/100000000000000000000,17853900573764728841114622408323/100000000000000000000,3910842278313000061635400467129/100000000000000000000,1756407001638577193861160125261/50000000000000000000,10492382216615987113985019314497/50000000000000000000,13833305915990686311337797835559/50000000000000000000,1101441309736524173899523999611053412307558860006686639/100000000000000000000
120708569248955609487/100000000000000000000,371714451434549998702852457969/25000000000000000000,25002921219865902993172260446183/100000000000000000000,6664128970104197222988096156011/100000000000000000000,1971178669878732393822554248113/100000000000000000000,31284024282153221145474919839283/100000000000000000000,2317969100622549465820329798711989828388049764138636781/10000000000000000000
10140446824007637973/2500000000000000000,1970058706834707237476413430689/25000000000000000000,53170966892266773816732204807/10000000000000000000,1565698353846628598826730415809/12500000000000000000,4369276636600943998176211908719/25000000000000000000,5759765498515184371761115937393/20000000000000000000,459309115434171611515810416192407278673365361281119601/12500000000000000000
8231387246266926553/4000000000000000000,177972503915571121567516461569/3125000000000000000,27878187965814579584800960463697/100000000000000000000,5131219070058666357474536353453/100000000000000000000,16782957756872200251874964694411/100000000000000000000,1226654137895278542816341168511/2500000000000000000,103524803100008470837708249219915458417071813457644168887/100000000000000000000
97869548782866982989/50000000000000000000,10090001571078723736306409591369/50000000000000000000,8386284292805470535149959047607/100000000000000000000,244503544988461238508666453483/50000000000000000000,917518915859316103144276670617/100000000000000000000,2207106682171557752732314230841/25000000000000000000,-40296307687766528551243530927647656674086163418971869/100000000000000000000
4395147932339345597/100000000000000000000,581811789138358753348478704793/1250000000000000000,8973849756726706607332106348661/50000000000000000000,10672526171316701325646421448279/100000000000000000000,9390340413480448007579892457543/100000000000000000000,144178934265640950444346562583/390625000000000000,-46547290284156950717804181133663197192057109361193019/20000000000000000000
5513247269496143617/25000000000000000000,271029014474257711028588821147/20000000000000000000,16540975154036216982849560018951/100000000000000000000,5625685997816352785113863127441/100000000000000000000,7722859411462293560827571469449/50000000000000000000,18118193905123065752899248166779/50000000000000000000,2304104963360327723796352877522884355434135830544948877/10000000000000000000
39763866161214249049/50000000000000000000,31967807065031793234711491456153/100000000000000000000,8652465675307828603190318529279/100000000000000000000,193208128556437585026851096127/1250000000000000000,2182433015768895880092728862227/20000000000000000000,34894094349024612598154673928543/100000000000000000000,162128107573991304926986143858366435680358160366909329/50000000000000000000
16646882395372728173/5000000000000000000,2894854183530856175389474962123/10000000000000000000,1076679103655904447851148990769/20000000000000000000,971901761641650905940347369059/5000000000000000000,1440339014276606789087681872629/12500000000000000000,3616208863161821695770621711013/10000000000000000000,1399907720802369287440463154305707973855958164208510979/50000000000000000000
22851904476204966269/20000000000000000000,198867487501983180042937774757/20000000000000000000,2270097030318637501285925112811/50000000000000000000,532333685863596160746852737481/3125000000000000000,1332330883233310601496899852197/12500000000000000000,31778371326464950194255508465683/100000000000000000000,39989897547423954524199773515560956404242350575761160943/50000000000000000000
269425589615714162307/100000000000000000000,10562960685992399301011759072867/100000000000000000000,5358078139055221348811106280031/100000000000000000000,421395004433169516221060900559/4000000000000000000,5325671349084359085378153421/3125000000000000000,2828250169793527812003114991711/20000000000000000000,16518304153401035007591248882649749966204246518573899/50000000000000000000
108169128828909755561/100000000000000000000,24768399163189696522041264769/25000000000000000000,361719423357194451365277844977/4000000000000000000,6805179611948405344628649798731/50000000000000000000,21481155066803233596328997216747/100000000000000000000,43861097723036963647702992307901/100000000000000000000,3432289270987120200560544541614066323868074307729078832781/100000000000000000000
186559108167758346531/50000000000000000000,9867218553184024523344837072723/50000000000000000000,5072794932780605844759472047261/50000000000000000000,2005886015532830998162227861891/100000000000000000000,784449956329819834521925562157/4000000000000000000,7799896764199851942546095409141/25000000000000000000,1231038804841833046049092762339343471259836687260047773/50000000000000000000
64266351471965673763/100000000000000000000,12618719963493552103923489061537/100000000000000000000,1029438151976087749094301678953/12500000000000000000,2610375668598103005012720133599/20000000000000000000,10782733267307549341761449328073/50000000000000000000,5291861150494749372561942310209/12500000000000000000,9861581273913409886784736779921314115217865897947632437/100000000000000000000
